 ,Label,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen
149,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,199.071,158.516,6.539,43
150,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.217,45.875,40,53,195.221,160.125,55.807,367
151,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,43.667,40,50,173.594,160.986,19.920,131
152,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,42.500,40,45,191.662,161.831,12.925,85
153,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,53.500,45,62,262.829,163.586,16.271,107
154,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,188.543,164.755,6.235,41
155,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.000,42,44,258.929,165.535,13.077,86
156,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,5.018,54.121,41,81,187.266,167.863,271.586,1786
157,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,51.500,41,66,261.464,166.998,31.325,206
158,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,48.000,44,55,190.492,167.745,21.897,144
159,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,188.543,168.655,6.235,41
160,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,44.500,43,48,189.322,169.240,27.067,178
161,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,185.813,169.825,6.387,42
162,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.500,42,45,186.788,170.215,13.230,87
163,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,8.516,49.232,40,70,185.054,173.035,419.240,2757
164,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,51.667,43,59,189.712,172.749,47.140,310
165,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.041,47.550,40,64,220.948,173.705,144.613,951
166,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,42.400,40,45,225.978,174.738,32.238,212
167,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.954,49.308,41,68,185.018,175.644,194.946,1282
168,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,218.179,174.894,6.539,43
169,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,41.750,40,44,219.349,174.992,25.395,167
170,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,44.250,41,49,180.159,175.479,26.915,177
171,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,49.200,42,67,188.621,175.674,37.408,246
172,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,52.000,52,52,218.569,176.064,7.907,52
173,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,46.143,40,61,225.254,176.565,49.117,323
174,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,43.500,40,49,229.098,176.941,26.459,174
175,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,42.400,41,44,183.785,177.468,32.238,212
176,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,46.714,40,56,215.728,177.680,49.725,327
177,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,66.452,51.533,40,96,225.434,187.247,3424.477,22520
178,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,52.400,45,61,217.321,178.170,39.841,262
179,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,224.418,178.404,6.083,40
180,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,50.000,46,54,230.073,178.404,15.206,100
181,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.369,58.222,40,81,190.276,179.054,79.681,524
182,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,221.689,178.794,6.387,42
183,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,225.588,178.794,6.691,44
184,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,55.500,53,58,213.305,179.184,16.879,111
185,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,215.059,179.574,6.083,40
186,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,6.691,63.523,41,141,188.286,181.231,425.018,2795
187,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,22.810,56.413,40,103,215.761,186.312,1286.764,8462
188,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.369,47.667,41,69,218.266,183.820,65.235,429
189,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,46.500,40,53,230.853,183.863,14.142,93
190,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,285.641,185.033,6.083,40
191,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.217,49.500,40,64,187.568,185.813,60.217,396
192,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,48.857,40,61,194.280,185.813,52.006,342
193,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,51.000,51,51,286.421,185.423,7.755,51
194,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,231.437,185.813,6.539,43
195,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,229.878,186.593,6.387,42
196,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,41.333,40,43,287.461,186.983,18.856,124
197,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,50.000,50,50,186.203,186.983,7.603,50
198,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.825,50.583,43,76,187.763,188.153,92.303,607
199,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.500,41,46,207.650,188.348,13.230,87
200,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,44.750,41,51,190.492,188.835,27.219,179
201,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,56.167,40,87,194.197,188.738,51.246,337
202,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,46.000,46,46,222.858,188.933,6.995,46
203,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,221.689,189.322,6.235,41
204,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,47.000,47,47,194.977,189.712,14.294,94
205,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,218.959,189.712,6.387,42
206,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,248.205,189.712,6.387,42
207,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,51.500,48,55,190.102,190.687,15.663,103
208,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,215.839,190.492,6.083,40
209,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.000,40,46,219.934,190.492,13.077,86
210,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,48.667,43,58,231.632,190.687,44.403,292
211,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,47.500,43,52,194.197,191.077,28.892,190
212,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,46.000,41,53,215.394,191.439,48.965,322
213,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.433,53.062,40,74,177.770,192.247,129.102,849
214,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,49.500,41,58,182.888,191.272,15.054,99
215,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,42.500,41,44,217.984,191.662,12.925,85
216,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,45.333,41,48,157.086,192.312,20.681,136
217,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,51.750,45,66,181.426,192.345,31.477,207
218,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,8.059,50.358,40,78,227.678,193.524,405.858,2669
219,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,46.000,46,46,230.658,192.052,6.995,46
220,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.369,59.778,40,95,173.638,193.049,81.810,538
221,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,54.167,44,68,189.517,193.027,49.421,325
222,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,60.800,45,90,186.671,194.158,46.227,304
223,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,6.539,56.605,40,95,183.183,196.197,370.123,2434
224,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,53.571,43,71,177.791,195.060,57.024,375
225,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,48.857,42,56,220.686,195.060,52.006,342
226,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,52.000,40,72,169.045,195.172,23.722,156
227,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,41.000,40,42,170.605,195.367,12.469,82
228,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,52.200,40,64,163.274,195.718,39.689,261
229,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,46.000,46,46,160.466,195.952,6.995,46
230,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,45.000,43,47,223.638,196.082,20.529,135
231,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,46.667,41,66,166.900,196.732,42.578,280
232,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.954,59.846,40,99,176.259,197.676,236.611,1556
233,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,42.500,40,45,228.123,196.342,12.925,85
234,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,169.045,196.732,6.387,42
235,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,49.857,40,66,226.201,197.400,53.070,349
236,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,47.800,40,59,174.192,197.745,36.343,239
237,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,180.743,197.512,6.539,43
238,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,222.858,197.512,6.235,41
239,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,45.714,40,54,163.808,198.124,48.660,320
240,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,45.167,41,54,166.250,198.486,41.209,271
241,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.497,51.696,40,76,169.587,199.241,180.804,1189
242,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,41.000,40,42,218.569,198.096,12.469,82
243,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,45.500,43,48,220.714,197.901,13.838,91
244,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,47.000,41,53,224.613,198.486,14.294,94
245,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,15.663,65.932,40,190,180.017,201.865,1032.665,6791
246,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,45.000,45,45,163.975,199.071,6.843,45
247,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,54.833,46,64,185.813,199.266,50.029,329
248,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,59.000,59,59,175.674,199.461,8.972,59
249,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,57.167,44,69,178.599,199.721,52.158,343
250,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,53.571,44,64,183.807,199.684,57.024,375
251,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,40.000,40,40,294.415,200.046,12.165,80
252,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,221.689,200.241,6.691,44
253,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,49.400,45,54,173.802,201.255,37.560,247
254,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,165.535,201.411,6.387,42
255,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.521,44.800,40,53,166.822,202.386,68.125,448
256,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,172.165,201.411,6.691,44
257,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,43.750,42,48,164.755,202.386,26.611,175
258,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,44.500,41,48,175.479,202.191,13.534,89
259,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,42.500,42,43,181.718,202.191,12.925,85
260,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,45.000,45,45,188.153,202.191,6.843,45
261,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,49.800,40,59,168.811,202.893,37.864,249
262,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,51.750,42,62,184.058,202.776,31.477,207
263,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,221.299,202.581,6.083,40
264,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,224.808,202.581,6.235,41
265,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,43.333,40,48,302.929,202.711,19.768,130
266,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.673,62.091,43,94,175.922,203.999,103.860,683
267,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,49.400,42,56,165.223,203.907,37.560,247
268,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,51.000,50,52,185.228,203.751,15.511,102
269,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,54.400,42,77,190.804,203.985,41.361,272
270,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,50.857,41,64,76.682,204.754,54.135,356
271,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.585,54.765,42,76,167.256,205.081,141.571,931
272,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.585,56.176,42,93,170.123,205.288,145.221,955
273,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.650,66.875,40,137,177.981,206.480,244.062,1605
274,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,179.574,204.921,6.235,41
275,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,187.373,205.311,6.083,40
276,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.521,47.000,41,56,180.510,206.402,71.470,470
277,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,46.000,40,52,215.254,205.701,13.990,92
278,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,51.667,50,53,172.684,206.740,23.570,155
279,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,45.000,43,47,186.008,206.480,13.686,90
280,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,47.667,44,54,187.633,206.610,21.745,143
281,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,261.464,207.260,6.083,40
282,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,51.000,43,56,80.915,208.300,23.266,153
283,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,59.333,40,71,169.825,208.495,54.135,356
284,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,45.000,41,48,188.413,208.170,20.529,135
285,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,41.000,40,42,180.549,208.430,12.469,82
286,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,7.299,55.583,40,96,176.771,210.705,405.706,2668
287,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,54.500,54,55,181.913,209.795,16.575,109
288,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.369,56.444,41,69,174.331,210.727,77.248,508
289,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,42.750,40,45,215.644,210.770,26.003,171
290,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,41.750,40,45,290.613,211.062,25.395,167
291,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,56.000,55,57,171.775,211.355,17.031,112
292,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,41.000,40,43,90.664,211.550,18.704,123
293,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,50.941,59.355,40,124,215.515,217.675,3023.637,19884
294,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,51.833,43,75,184.253,212.785,47.292,311
295,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,52.667,44,60,224.028,212.330,24.026,158
296,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.825,46.250,40,59,167.355,213.565,84.395,555
